model,image,input_size,detections,best_class_id,best_label,best_confidence,best_left,best_top,best_right,best_bottom,preprocess_ms,inference_ms,total_ms,cpu_percent,pss_mb,rss_mb,model_size_mb,gpu_usage_percent,delegate
"yolo11n_320","ch0_20250517125209_20250517125709_f01287_jpg.rf.125dce0ef81540ea0d3244f51213b4ca.jpg",320,0,-1,"",0.0000,0.0000,0.0000,0.0000,0.0000,41.7741,172.1226,217.4614,137.9480,174.7002,218.7070,10.1063,,"CPU"
"yolo11n_320","ch0_20250517125709_20250517130209_f01937_jpg.rf.c6f1222828b588ac2d440b15e1af0634.jpg",320,0,-1,"",0.0000,0.0000,0.0000,0.0000,0.0000,37.3702,172.5101,213.6093,121.2426,167.0596,211.4336,10.1063,,"CPU"
"yolo11n_320","ch0_20250517125709_20250517130209_f01989_jpg.rf.b076ffddc9286b5a1fca351aaef1d7e9.jpg",320,0,-1,"",0.0000,0.0000,0.0000,0.0000,0.0000,37.4855,172.2002,212.5948,119.4677,168.8330,212.9961,10.1063,,"CPU"
"yolo11n_320","ch0_20250517162300_20250517162800_f05330_jpg.rf.004ce4e33d87f72d849ccc28afccd879.jpg",320,0,-1,"",0.0000,0.0000,0.0000,0.0000,0.0000,37.4999,172.1756,212.5132,120.4563,170.7783,214.9102,10.1063,,"CPU"
"yolo11n_320","ch0_20250517162801_20250517163301_f02184_jpg.rf.bf656ec4c0279059e2775f8a0b3306ac.jpg",320,0,-1,"",0.0000,0.0000,0.0000,0.0000,0.0000,37.3494,172.2059,212.3315,115.3764,172.5322,216.6445,10.1063,,"CPU"
"yolo11n_320","ch0_20250517164301_20250517164801_f00507_jpg.rf.69bb4eae7f768bb5d9a88a35980330f1.jpg",320,2,17,"127-toc-do-toi-da-60",0.8806,302.6590,391.2486,371.3847,480.0513,37.5513,171.2162,211.7139,116.6619,174.2275,218.1289,10.1063,,"CPU"
"yolo11n_320","ch0_20250517171302_20250517171802_f01924_jpg.rf.e561c9eba1571fc7c47d3793e83a9454.jpg",320,0,-1,"",0.0000,0.0000,0.0000,0.0000,0.0000,37.5676,171.1545,211.5953,120.5055,175.9268,220.3477,10.1063,,"CPU"
"yolo11n_640","376_jpg.rf.4be45b6bd889aa6e8432f712997e88dd.jpg",640,2,5,"107-cam-oto-khach-va-oto-tai",0.9130,375.5229,276.9298,399.1465,295.6458,145.6615,723.0086,881.8686,122.0123,214.0830,258.6875,10.1784,,"CPU"
"yolo11n_640","4_mp4-0002_jpg.rf.378ddc9a1b8edabcf6883c5a72b0e80d.jpg",640,2,45,"301d-cac-xe-chi-duoc-re-phai-2",0.9762,385.5066,66.2887,530.0763,148.5934,146.1219,723.0334,882.4813,119.8881,220.5713,264.9063,10.1784,,"CPU"
"yolo11n_640","4_mp4-0065_jpg.rf.4a889c6bd7bfa8515b55bae6d21a9858.jpg",640,2,45,"301d-cac-xe-chi-duoc-re-phai-2",0.9553,469.2234,49.3780,617.4150,132.2784,145.6811,728.8469,892.1828,123.7390,204.2041,249.0430,10.1784,,"CPU"
"yolo11n_640","4_mp4-0079_jpg.rf.7bb0baec5c447fec393734ddc09eba72.jpg",640,1,45,"301d-cac-xe-chi-duoc-re-phai-2",0.9620,458.5079,57.5009,606.2544,142.2722,145.8753,728.1203,885.6023,119.9169,210.9072,255.4297,10.1784,,"CPU"
"yolo11n_640","517_jpg.rf.3365e9d3f7787c53d4f330c9317b2c3d.jpg",640,1,30,"137-cam-re-trai-va-re-phai",0.9801,363.0372,117.3024,393.0273,166.7369,146.0281,723.3713,882.2202,119.6967,217.1416,261.8164,10.1784,,"CPU"
"yolo11n_640","6432930985452_mp4-0006_jpg.rf.2a8f28c40fd6ecda3333caa0532c516f.jpg",640,3,33,"205-duong-giao-nhau",0.6213,319.5017,207.4012,398.2732,250.5506,145.8642,730.7813,891.5247,124.2775,201.6299,246.3789,10.1784,,"CPU"
"yolo11n_640","6432941026760_mp4-0002_jpg.rf.a3ad0991ac8035a20fec19321776f20e.jpg",640,1,39,"225-chu-y-tre-em",0.9608,86.7615,302.9297,138.5606,331.4411,145.7524,725.6892,884.0997,121.1387,208.3525,252.8242,10.1784,,"CPU"
"yolo11n_640","6432944636915_mp4-0028_jpg.rf.e2faf3f5559fde6bf98d92b08f8df413.jpg",640,3,29,"136-cam-di-thang",0.9568,136.9612,338.4864,169.7088,358.2619,146.1004,726.3154,886.2851,120.6141,214.8252,259.4219,10.1784,,"CPU"
"yolo11n_640","6438222152829_mp4-0073_jpg.rf.821d491f7ae20e69e29ea8667ad15bf4.jpg",640,1,18,"127-toc-do-toi-da-70",0.9368,318.0796,261.4658,366.4275,290.8425,145.7694,723.7844,884.8191,121.8315,220.7119,265.2422,10.1784,,"CPU"
"yolo11n_640","6438222152829_mp4-0115_jpg.rf.9ecc4398589661778243262d2d7b58a7.jpg",640,1,18,"127-toc-do-toi-da-70",0.8691,79.6095,305.9140,129.3829,333.6627,146.0005,726.3766,886.6053,127.1113,204.1924,249.0938,10.1784,,"CPU"
"yolo11n_640","7_jpg.rf.fc20b3103435b9baf0d1537e5b75d37e.jpg",640,2,30,"137-cam-re-trai-va-re-phai",0.9950,10.0426,374.9167,32.6854,407.9128,145.8813,725.6460,885.1125,120.9981,211.1221,255.7344,10.1784,,"CPU"
"yolo11n_640","812_jpg.rf.9042caec1c9cb13ffd30654e9ef12a6f.jpg",640,2,23,"131a-cam-do-xe",0.5839,433.0319,205.6297,456.0624,241.6423,145.6958,726.3251,883.7297,121.0762,217.1377,261.6758,10.1784,,"CPU"
"yolo11n_640","8_jpg.rf.2f29afa5c73f30e6db9c8febb349fdd5.jpg",640,2,30,"137-cam-re-trai-va-re-phai",0.9805,27.5801,207.9788,59.5366,259.6497,146.0235,726.5088,888.8515,125.7781,201.6689,246.1250,10.1784,,"CPU"
"yolo11n_640","946_jpg.rf.adbd2325400dbee2acc362c831534168.jpg",640,2,57,"442-cho",0.9380,407.2505,348.2150,431.1427,388.0544,145.7157,724.6901,884.9768,118.8720,208.1729,252.8008,10.1784,,"CPU"
"yolo11n_640","986_jpg.rf.fb6f79659a343c46b133dd894286529e.jpg",640,3,37,"221-duong-go-ghe",0.9937,590.7668,247.1893,621.0943,288.0318,145.5995,723.5814,883.7768,119.9384,214.4502,259.1094,10.1784,,"CPU"
"yolo11n_640","A-nh-ma-n-hi-nh-2025-03-23-lu-c-00_00_38_png.rf.33d0b8be20a15121992d6c781612db26.jpg",640,1,29,"136-cam-di-thang",0.8748,24.8815,118.6439,150.3471,299.5274,145.8448,725.1564,883.5058,118.9568,220.8877,265.2969,10.1784,,"CPU"
"yolo11n_640","Eddy2612-online-video-cutter_com-_mp4-0087_jpg.rf.a8b63de290830a8a569ab9b94e8c6b56.jpg",640,1,13,"127-toc-do-toi-da-20",0.9884,279.1567,128.6043,374.2271,185.5706,146.0043,727.4415,890.1259,123.6875,204.1924,249.0195,10.1784,,"CPU"
"yolo11n_640","Ghi-Ma-n-hi-nh-2025-03-23-lu-c-22_08_05_mov-0054_jpg.rf.8210917d1062e06e013d0cd56a0af732.jpg",640,1,49,"303-noi-giao-nhau-chay-theo-vong-xuyen",0.9813,193.7894,23.9808,456.3760,351.9198,145.6295,725.1503,882.3652,119.7903,210.8486,255.3906,10.1784,,"CPU"
"yolo11n_640","Ghi-Ma-n-hi-nh-2025-03-23-lu-c-22_25_28_mov-0039_jpg.rf.c3dffa99ceeb2ccfac3193655497d12e.jpg",640,1,36,"209-giao-nhau-co-tin-hieu-den",0.9638,131.1593,117.0107,224.2497,254.8021,145.7242,726.0996,883.9336,120.4830,217.1768,261.4883,10.1784,,"CPU"
"yolo11n_640","Ghi-Ma-n-hi-nh-2025-03-23-lu-c-22_25_28_mov-0146_jpg.rf.e35fdd91170a46c9280260785119000e.jpg",640,1,36,"209-giao-nhau-co-tin-hieu-den",0.9642,131.1588,116.9741,224.2271,254.7745,145.8640,726.8009,889.8280,125.3026,201.7148,246.4023,10.1784,,"CPU"
"yolo11n_640","Ghi-Ma-n-hi-nh-2025-04-02-lu-c-14_04_42_mov-0017_jpg.rf.b635a1968c52972696572e13f5cf98d6.jpg",640,2,44,"301c-cac-xe-chi-duoc-re-trai",0.9856,25.5644,45.2413,310.1233,620.2645,145.8005,726.9369,884.0432,120.5810,208.5703,253.1758,10.1784,,"CPU"
"yolo11n_640","Ghi-Ma-n-hi-nh-2025-04-02-lu-c-15_06_54_mov-0123_jpg.rf.197f8c0a1a3c6ef7eca2eb4bc9b02e42.jpg",640,1,52,"420-bat-dau-khu-dong-dan-cu",0.9006,93.1020,244.9366,383.5396,380.9942,145.6742,735.9592,896.7940,120.6506,214.8682,259.3984,10.1784,,"CPU"
"yolo11n_640","Ghi-Ma-n-hi-nh-2025-04-02-lu-c-15_06_54_mov-0169_jpg.rf.ffb7a1764cbb0e63ccaa9eea360f6403.jpg",640,1,52,"420-bat-dau-khu-dong-dan-cu",0.9002,93.0838,244.8534,383.5669,380.9584,152.9024,745.2042,909.9037,117.7033,221.0371,265.6055,10.1784,,"CPU"
"yolo11n_640","Ghi-Ma-n-hi-nh-2025-04-02-lu-c-15_38_46_mov-0128_jpg.rf.611046171b0f3d2701b8a6a449f93d27.jpg",640,1,53,"421-ket-thuc-khu-dong-dan-cu",0.9653,467.2529,197.8472,618.6951,339.3798,146.0670,726.4367,887.1861,125.2247,204.0996,249.0391,10.1784,,"CPU"
"yolo11n_640","IMG_0493_jpeg.rf.3ae39d1297e3e1de25b07f168e79bc36.jpg",640,1,25,"131c-cam-do-xe-ngay-chan",0.8557,711.6933,246.2028,885.0941,451.0754,149.0179,729.2294,889.2839,117.2839,218.6152,263.2500,10.1784,,"CPU"
"yolo11n_640","IMG_4007-MOV_out0082_png.rf.7bbdf7cb3b519eb3ae5d2c2185311585.jpg",640,4,48,"302a-huong-phai-di-vong-chuong-ngai-vat-1",0.9511,38.0429,270.0546,72.3032,348.3255,145.8229,722.1991,881.9993,119.0467,217.4160,261.7813,10.1784,,"CPU"
"yolo11n_640","IMG_4024-MOV_out0253_png.rf.503a4c4d1be9d04bb29a2d681fd63cf8.jpg",640,4,0,"102-cam-di-nguoc-chieu",0.9851,233.3208,438.4115,252.8949,484.8029,145.8119,728.0366,891.7152,122.3458,201.9668,246.8516,10.1784,,"CPU"
"yolo11n_640","IMG_4028-MOV_out0011_png.rf.a99e3f8eb0f391dc63d04a13f66c7d92.jpg",640,3,19,"127-toc-do-toi-da-80",0.9583,308.7939,117.9001,361.6304,208.2822,145.8384,724.4835,883.9661,119.0079,208.8994,253.3320,10.1784,,"CPU"
"yolo11n_640","IMG_4032-MOV_out0046_png.rf.2ee7f103233cddca5730e99df4bb569a.jpg",640,4,1,"103a-cam-oto",0.9991,173.6650,163.4719,241.9001,279.9769,145.7221,731.6315,892.3804,120.0149,215.0752,259.7578,10.1784,,"CPU"
"yolo11n_640","IMG_4041-MOV_out0020_png.rf.91d13da17f2f3d6f9c8ffdd204463ac2.jpg",640,2,31,"201-cho-ngoat-nguy-hiem",0.9180,139.1314,215.4729,220.0863,343.7860,146.6607,725.1281,884.5033,120.8573,221.5205,265.9531,10.1784,,"CPU"
"yolo11n_640","IMG_4047-MOV_out0012_png.rf.09ca70977f0bc67b6fa6c76255a2f296.jpg",640,4,41,"245-di-cham",0.8920,205.1152,315.2336,240.7619,370.2980,150.1554,727.7908,895.0864,124.7898,204.7783,249.5156,10.1784,,"CPU"
"yolo11n_640","IMG_4049-MOV_out0023_png.rf.176dec9b6c99c3073e95282376af54d4.jpg",640,5,22,"130-cam-dung-va-do-xe",0.9358,135.6271,59.2551,201.6486,171.6415,146.3083,724.0082,884.1753,120.2236,211.6494,255.8906,10.1784,,"CPU"
"yolo11n_640","IMG_4051-MOV_out0049_png.rf.0cdced0af44df2b18e13adfddda976bb.jpg",640,1,41,"245-di-cham",0.8120,246.2855,153.7530,337.1024,289.9747,146.3290,724.2099,883.0403,121.7368,217.5869,262.0586,10.1784,,"CPU"
"yolo11n_640","IMG_4051-MOV_out0052_png.rf.c7fb9ae66a6356120ecff9f0903bb4a1.jpg",640,1,41,"245-di-cham",0.9843,324.9767,123.0654,403.3383,248.7545,145.6623,732.9735,896.3554,124.5016,202.2783,247.1016,10.1784,,"CPU"
"yolo11n_640","IMG_4052-MOV_out0095_png.rf.cd837ddfd7779c6029cf8843e67a522d.jpg",640,1,31,"201-cho-ngoat-nguy-hiem",0.9732,254.8645,257.0145,288.1267,305.3395,145.7719,729.1076,888.8613,121.3898,209.3057,254.0391,10.1784,,"CPU"
"yolo11n_640","IMG_4055-MOV_out0002_png.rf.94c5ef6aa29fbe4784d4de3f78f2b683.jpg",640,3,16,"127-toc-do-toi-da-50",0.9818,216.2330,134.5130,281.2105,246.3938,145.4926,727.7750,885.7877,119.4403,215.2275,260.0742,10.1784,,"CPU"
"yolo11n_640","IMG_4063-MOV_out0014_png.rf.f12c9a9d9bc1a12865d7f0d9c2699bd2.jpg",640,2,0,"102-cam-di-nguoc-chieu",0.9995,251.9386,0.0000,417.5104,261.0118,145.6937,724.8306,883.8552,118.4569,221.6807,266.0703,10.1784,,"CPU"
"yolo11n_640","IMG_4068-MOV_out0014_png.rf.46899b0d6413e15a0ae59681905e76ea.jpg",640,1,23,"131a-cam-do-xe",0.8555,449.3115,407.2853,469.6698,439.3286,150.1590,728.4637,896.3439,122.2717,204.9580,249.6484,10.1784,,"CPU"
"yolo11n_640","IMG_4088-MOV_out0008_png.rf.d90b9e2562e7f2317a06cd60967c20b2.jpg",640,1,22,"130-cam-dung-va-do-xe",0.9536,135.0619,200.0590,217.0312,344.5948,145.7493,725.0760,881.9873,118.4808,211.6338,256.2266,10.1784,,"CPU"
"yolo11n_640","IMG_4090-MOV_out0026_png.rf.878b7d031dda48c5609c1198ec6054fa.jpg",640,2,22,"130-cam-dung-va-do-xe",0.9336,243.1489,259.4730,324.0341,403.2921,145.9545,726.4865,884.2799,119.1917,217.9111,262.4258,10.1784,,"CPU"
"yolo11n_640","IMG_4090-MOV_out0027_png.rf.88dba89fb23debf0a97ce44daab9bfb2.jpg",640,2,22,"130-cam-dung-va-do-xe",0.9614,235.4585,207.1015,323.9919,358.2747,146.0142,728.1180,892.1055,123.8617,202.4736,247.1094,10.1784,,"CPU"
"yolo11n_640","IMG_4092-MOV_out0022_png.rf.713fb9936736c64cf149876cc11b2222.jpg",640,1,10,"124c-cam-re-trai-va-cam-quay-dau-xe",0.9941,89.0108,263.1580,221.9614,509.7079,146.1251,722.9126,880.4390,119.4845,209.3330,254.0078,10.1784,,"CPU"
"yolo11n_640","IMG_4094-MOV_out0042_png.rf.87f31848eb608dff4b9db2d8af1394c0.jpg",640,1,23,"131a-cam-do-xe",0.9595,282.1525,158.4890,420.8764,404.3273,145.9460,733.6177,894.9582,118.6635,215.2900,259.8242,10.1784,,"CPU"
"yolo11n_640","IMG_4102-MOV_out0004_png.rf.a8ff3f3168fed99a978b85593b5ae2d7.jpg",640,1,23,"131a-cam-do-xe",0.9843,77.6688,205.8281,224.5570,466.6942,146.1448,728.8159,887.1372,117.5680,221.5547,265.8008,10.1784,,"CPU"
"yolo11n_640","IMG_4112-MOV_out0033_png.rf.e613a1f06ff12b7a34f8ec255aeacb89.jpg",640,5,19,"127-toc-do-toi-da-80",0.9467,215.8918,160.4359,255.5142,228.9654,150.6771,724.2200,892.7258,123.6639,204.6875,249.4609,10.1784,,"CPU"
"yolo11n_640","IMG_4122-MOV_out0005_png.rf.1f4d23954e1988995727f1a64e6cbbbc.jpg",640,1,23,"131a-cam-do-xe",0.9491,286.8944,207.9168,358.3469,338.7804,145.5402,725.4568,882.7397,120.1925,211.3828,255.8594,10.1784,,"CPU"
"yolo11n_640","IMG_4122-MOV_out0064_png.rf.af462c333d954aee4ca15a655354abe5.jpg",640,1,23,"131a-cam-do-xe",0.9449,70.0948,323.3900,151.9850,459.1188,145.7404,724.5114,884.9528,118.7618,217.6367,261.8477,10.1784,,"CPU"
"yolo11n_640","IMG_4139-MOV_out0005_png.rf.97b28cd0c0f71780403c4b84d24d8a4a.jpg",640,2,39,"225-chu-y-tre-em",0.9796,294.5242,161.8199,343.2285,242.7961,145.6487,733.2354,893.5626,122.3164,202.3359,247.0430,10.1784,,"CPU"
"yolo11n_640","IMG_4146-MOV_out0029_png.rf.0daaf2020136bcd3f298eaf75ce59ef8.jpg",640,1,22,"130-cam-dung-va-do-xe",0.8135,103.2307,187.4965,134.5868,237.5204,145.8296,723.7895,882.4595,117.8513,209.0078,253.5938,10.1784,,"CPU"
"yolo11n_640","IMG_4153-MOV_out0027_png.rf.3b489fae87650e101d30d5c6a41cfc9f.jpg",640,5,19,"127-toc-do-toi-da-80",0.9741,83.9329,185.7249,133.2216,270.3442,145.6828,725.9749,887.8042,118.3808,215.4570,259.9766,10.1784,,"CPU"
"yolo11n_640","IMG_4156-MOV_out0004_png.rf.258de781248cb979aa7860533b259be6.jpg",640,1,8,"124a-cam-quay-dau-xe",0.8023,150.4738,268.8029,185.8246,326.5867,145.9429,725.3288,882.7011,118.9514,221.3906,265.8203,10.1784,,"CPU"
"yolo11n_640","IMG_4160-MOV_out0006_png.rf.d24a9a545520174ba55c97aecd39172b.jpg",640,2,22,"130-cam-dung-va-do-xe",0.9501,141.2129,221.6097,178.9910,283.4791,150.6338,728.7768,895.8389,124.6852,204.8438,249.3945,10.1784,,"CPU"
"yolo11n_640","IMG_4169-MOV_out0007_png.rf.2b7f1fe993d9f4ca54cf4c7d456f9a32.jpg",640,1,31,"201-cho-ngoat-nguy-hiem",0.9875,62.5036,50.1455,262.7437,373.2444,145.8356,725.7599,882.9268,120.8466,211.7422,256.0000,10.1784,,"CPU"
"yolo11n_640","IMG_4186-MOV_out0007_png.rf.1917a5c7b2cfe606bae80b1d817bf0f2.jpg",640,3,30,"137-cam-re-trai-va-re-phai",0.9788,181.5668,519.9377,225.7707,594.4537,145.8330,724.8120,883.8671,120.4922,217.6836,261.8555,10.1784,,"CPU"
"yolo11n_640","IMG_4200-MOV_out0029_png.rf.0fb9f2aa37e8780adb2e719bb0d542bf.jpg",640,1,36,"209-giao-nhau-co-tin-hieu-den",0.9967,15.6822,0.0000,383.7506,640.0000,145.7628,728.9164,892.4559,123.9245,202.2852,247.2070,10.1784,,"CPU"
"yolo11n_640","IMG_4215-MOV_out0030_png.rf.ee7ce2f58d7f466d4ac5f502e75f7226.jpg",640,1,33,"205-duong-giao-nhau",0.8427,373.7049,197.5408,427.1170,277.4936,145.8018,725.6794,882.7019,121.5570,208.6094,253.2383,10.1784,,"CPU"
"yolo11n_640","IMG_4215-MOV_out0062_png.rf.3674eafd2b4fdfccc3e09fc9b26e7975.jpg",640,2,48,"302a-huong-phai-di-vong-chuong-ngai-vat-1",0.9871,348.8257,400.0853,426.9262,537.9246,146.2398,723.9655,884.4524,118.9423,215.3945,259.9492,10.1784,,"CPU"
"yolo11n_640","IMG_4218-MOV_out0006_png.rf.e57c98fe37e1ee748a41cbcc0fe9e60e.jpg",640,5,33,"205-duong-giao-nhau",0.9709,231.9979,372.7419,261.0809,418.2743,146.0595,725.8174,887.7856,117.1441,221.5000,265.7734,10.1784,,"CPU"
"yolo11n_640","MOV00728_mp4-0007_jpg.rf.9a2474f55178eaf5357d93dfbd910e22.jpg",640,1,53,"421-ket-thuc-khu-dong-dan-cu",0.8843,487.9359,53.2147,541.9207,144.1657,150.2189,727.9768,894.5726,122.8491,204.7891,249.1914,10.1784,,"CPU"
"yolo11n_640","MOV00732_mp4-0000_jpg.rf.b5cbb3eb96c921d963af9dcde7c08376.jpg",640,2,41,"245-di-cham",0.8892,430.8790,76.5265,449.7193,106.7525,145.6331,727.0996,885.9120,119.3108,211.4805,255.7695,10.1784,,"CPU"
"yolo11n_640","NO20250629-160524-000060F_f01836_jpg.rf.e7d99b92332fab1542b1491d4f57523a.jpg",640,1,22,"130-cam-dung-va-do-xe",0.8326,1624.0803,762.7477,1696.6261,834.6142,148.9285,728.0079,890.7508,123.6013,219.5586,264.3945,10.1784,,"CPU"
"yolo11n_640","NO20250710-170649-000005F_f03588_jpg.rf.fe490bfaf5cd21106fe7a2a7b795521f.jpg",640,3,9,"124b-cam-oto-quay-dau-xe",0.8305,1715.0194,837.4281,1760.2111,880.8954,148.8804,726.8651,887.8160,120.7443,226.6953,271.2305,10.1784,,"CPU"
"yolo11n_640","NO20250712-170157-000088F_f00494_jpg.rf.c37edfad4641bfb747f5a2686ad5b113.jpg",640,2,50,"306-toc-do-toi-thieu-60",0.8466,1303.9417,866.8553,1339.4657,901.2858,148.8079,722.2893,884.2589,120.8910,233.1875,277.4688,10.1784,,"CPU"
"yolo11n_640","Tua-n-Khanh-1968-online-video-cutter_com-_mp4-0112_jpg.rf.8fce825012051f902d66d1dd19ef8bb7.jpg",640,1,14,"127-toc-do-toi-da-30",0.9353,282.7458,262.0123,328.8792,288.7299,145.7987,724.5073,883.1548,121.7214,221.5352,265.9297,10.1784,,"CPU"
"yolo11n_640","Tua-n-Khanh-1968-online-video-cutter_com-_mp4-0138_jpg.rf.e47a884fcd76e6cafb53643de1017bc6.jpg",640,1,14,"127-toc-do-toi-da-30",0.9595,325.7836,230.9276,385.8287,266.5441,145.7821,724.5241,882.8275,123.1257,227.6055,271.9102,10.1784,,"CPU"
"yolo11n_640","ch0_20250430101655_20250430101955_f00010_jpg.rf.4bc7057d8244b1093f3f7f474769dc97.jpg",640,0,-1,"",0.0000,0.0000,0.0000,0.0000,0.0000,151.6418,724.6352,894.3019,122.6620,211.7813,256.5508,10.1784,,"CPU"
"yolo11n_640","ch0_20250430101655_20250430101955_f01670_jpg.rf.d6ff095299d7c2bbf492f0669090f6a8.jpg",640,1,54,"423a-duong-nguoi-di-bo-sang-ngang-1",0.9134,1276.5327,660.7007,1320.3146,706.6185,147.7569,726.1264,886.6698,121.4638,218.8633,263.3477,10.1784,,"CPU"
"yolo11n_640","ch0_20250430104659_20250430104959_f03726_jpg.rf.a0cb74e29a4566d78f3a43b41dfe7bd4.jpg",640,0,-1,"",0.0000,0.0000,0.0000,0.0000,0.0000,147.8887,725.7299,885.9708,119.5283,225.0391,269.6602,10.1784,,"CPU"
"yolo11n_640","ch0_20250430104659_20250430104959_f03780_jpg.rf.65565d95b7a5537f767c535dc4e16cd0.jpg",640,1,54,"423a-duong-nguoi-di-bo-sang-ngang-1",0.9037,1323.2478,667.3828,1374.2959,719.0131,147.5623,727.8968,890.2504,122.7712,209.4453,254.1797,10.1784,,"CPU"
"yolo11n_640","ch0_20250430105000_20250430105300_f02826_jpg.rf.e2062c1fcdd3217b28a116cee3c45d2e.jpg",640,0,-1,"",0.0000,0.0000,0.0000,0.0000,0.0000,147.6493,728.2003,888.1291,118.8997,216.5586,261.0977,10.1784,,"CPU"
"yolo11n_640","ch0_20250430105300_20250430105600_f00252_jpg.rf.4f294a6511559e83c093a8303e3b864e.jpg",640,0,-1,"",0.0000,0.0000,0.0000,0.0000,0.0000,147.5992,727.3868,889.1110,118.4315,222.8281,267.2773,10.1784,,"CPU"
"yolo11n_640","ch0_20250430105300_20250430105600_f01818_jpg.rf.cf5f087c0b376cff623398bedca0f505.jpg",640,2,22,"130-cam-dung-va-do-xe",0.4985,1382.9630,612.2714,1423.4771,658.7761,148.2965,730.0110,891.1782,119.0543,228.9531,273.6172,10.1784,,"CPU"
"yolo11n_640","ch0_20250504150317_20250504150617_f01420_jpg.rf.e71c01097d00aafd575a2d1fa70714c9.jpg",640,0,-1,"",0.0000,0.0000,0.0000,0.0000,0.0000,148.4784,732.1072,895.1096,117.3023,219.7529,264.0664,10.1784,,"CPU"
"yolo11n_640","ch0_20250504150617_20250504150917_f03930_jpg.rf.68f5c2124f1b4f9e99953613121153c1.jpg",640,2,31,"201-cho-ngoat-nguy-hiem",0.3104,1608.8156,510.6945,1671.9503,588.6064,147.6136,727.4168,889.2085,121.1176,220.4951,264.9063,10.1784,,"CPU"
"yolo11n_640","ch0_20250504150917_20250504151217_f01340_jpg.rf.77fa98ad4dd622017e43de43df162dd2.jpg",640,2,48,"302a-huong-phai-di-vong-chuong-ngai-vat-1",0.9787,526.8670,456.1194,648.3968,568.9244,147.9868,747.1284,909.9772,121.4303,227.0781,271.1250,10.1784,,"CPU"
"yolo11n_640","ch0_20250504150917_20250504151217_f03740_jpg.rf.d23464a0849d09491280af611f02aadb.jpg",640,1,54,"423a-duong-nguoi-di-bo-sang-ngang-1",0.8545,1666.8517,608.1859,1728.2964,692.4565,147.8913,737.0615,899.0158,130.9186,210.6953,255.4297,10.1784,,"CPU"
"yolo11n_640","ch0_20250504151217_20250504151517_f00100_jpg.rf.e3c5eab93106bc5a40bd66dd23b80c50.jpg",640,2,48,"302a-huong-phai-di-vong-chuong-ngai-vat-1",0.9808,284.3660,351.0143,383.5629,476.2837,147.4941,725.3924,886.1442,120.4080,218.0078,262.2422,10.1784,,"CPU"
"yolo11n_640","ch0_20250504151217_20250504151517_f03230_jpg.rf.158925432bebc859c1d9f0759e35dcd1.jpg",640,2,48,"302a-huong-phai-di-vong-chuong-ngai-vat-1",0.9688,622.8911,445.8285,731.3066,552.5665,147.4922,727.5724,889.2634,120.3230,224.1445,268.7031,10.1784,,"CPU"
"yolo11n_640","ch0_20250504151217_20250504151517_f04150_jpg.rf.b5dbe1e170bf594d4a67270e3afb7c43.jpg",640,2,0,"102-cam-di-nguoc-chieu",0.9429,1822.5667,586.7412,1848.5706,618.3225,147.6269,728.3964,891.4637,122.6031,208.5615,253.2148,10.1784,,"CPU"
"yolo11n_640","ch0_20250504151517_20250504151817_f02950_jpg.rf.f9fb161c48ac277e3c4377828c449261.jpg",640,0,-1,"",0.0000,0.0000,0.0000,0.0000,0.0000,147.6933,726.1230,886.5771,118.8823,215.4746,259.8320,10.1784,,"CPU"
"yolo11n_640","ch0_20250504151817_20250504152117_f00860_jpg.rf.aed04b9771fccada2de65166143e3eb3.jpg",640,2,0,"102-cam-di-nguoc-chieu",0.8410,805.8194,652.2740,837.3467,683.2983,148.0108,727.1364,887.3451,119.5688,221.5605,266.0156,10.1784,,"CPU"
"yolo11n_640","ch0_20250504151817_20250504152117_f03560_jpg.rf.fdb8dfbec5d0bef191ce8293ab736fc9.jpg",640,5,55,"437-bat-dau-duong-cao-toc",0.9817,1169.8718,95.1833,1243.6703,181.5535,148.1675,723.6474,884.9691,119.4377,227.6387,272.2461,10.1784,,"CPU"
"yolo11n_640","ch0_20250504154520_20250504154820_f02180_jpg.rf.33f076286bb1639912441813a8e67f2d.jpg",640,1,19,"127-toc-do-toi-da-80",0.6402,1303.8676,577.5081,1396.9303,674.9191,152.3145,728.8139,894.3736,123.6596,211.4736,256.0156,10.1784,,"CPU"
"yolo11n_640","ch0_20250504154520_20250504154820_f02830_jpg.rf.4ce52082b9c10ae58656589d07172f7d.jpg",640,1,56,"438-ket-thuc-duong-cao-toc",0.9074,1317.0619,111.0385,1368.4790,171.5660,148.0235,726.8747,889.0474,122.2643,218.3525,262.8125,10.1784,,"CPU"
"yolo11n_640","ch0_20250504163332_20250504163632_f02200_jpg.rf.d8084ac703bc068a0dda1e098fcc769e.jpg",640,7,48,"302a-huong-phai-di-vong-chuong-ngai-vat-1",0.9739,563.1002,478.2725,654.1558,564.8689,147.8915,727.5610,891.2817,121.3968,224.8135,269.1836,10.1784,,"CPU"
"yolo11n_640","ch0_20250504163332_20250504163632_f04020_jpg.rf.5fea7fffc3a908d01593f97b003a8404.jpg",640,0,-1,"",0.0000,0.0000,0.0000,0.0000,0.0000,147.8006,732.3540,896.0746,127.5510,209.4932,253.9258,10.1784,,"CPU"
