model,image,input_size,detection_index,class_id,label,confidence,left,top,right,bottom,preprocess_ms,inference_ms,total_ms,cpu_percent,pss_mb,rss_mb,model_size_mb,gpu_usage_percent,delegate
"yolo11n_320","IMG_4153-MOV_out0027_png.rf.3b489fae87650e101d30d5c6a41cfc9f.jpg",320,1,17,"127-toc-do-toi-da-60",0.9692,135.7154,188.9556,183.6704,272.6182,37.0385,174.2644,217.0256,138.2171,157.7861,202.1719,10.1063,,"CPU"
"yolo11n_320","IMG_4153-MOV_out0027_png.rf.3b489fae87650e101d30d5c6a41cfc9f.jpg",320,2,19,"127-toc-do-toi-da-80",0.9488,84.5866,188.2652,132.7552,270.7495,37.0385,174.2644,217.0256,138.2171,157.7861,202.1719,10.1063,,"CPU"
"yolo11n_320","IMG_4153-MOV_out0027_png.rf.3b489fae87650e101d30d5c6a41cfc9f.jpg",320,3,22,"130-cam-dung-va-do-xe",0.4195,378.1812,513.8492,394.2266,539.4022,37.0385,174.2644,217.0256,138.2171,157.7861,202.1719,10.1063,,"CPU"
"yolo11n_320","IMG_4156-MOV_out0004_png.rf.258de781248cb979aa7860533b259be6.jpg",320,0,8,"124a-cam-quay-dau-xe",0.9423,149.8687,266.1484,185.2848,325.4949,37.1922,172.3992,212.6302,121.3306,159.6416,204.0586,10.1063,,"CPU"
"yolo11n_320","IMG_4160-MOV_out0006_png.rf.d24a9a545520174ba55c97aecd39172b.jpg",320,0,22,"130-cam-dung-va-do-xe",0.9530,140.8660,221.9443,179.7595,284.1023,37.1077,170.5392,210.9166,120.4196,161.7822,205.8008,10.1063,,"CPU"
"yolo11n_320","IMG_4160-MOV_out0006_png.rf.d24a9a545520174ba55c97aecd39172b.jpg",320,1,23,"131a-cam-do-xe",0.9191,425.8731,356.5182,454.6487,407.1176,37.1077,170.5392,210.9166,120.4196,161.7822,205.8008,10.1063,,"CPU"
"yolo11n_320","IMG_4169-MOV_out0007_png.rf.2b7f1fe993d9f4ca54cf4c7d456f9a32.jpg",320,0,31,"201-cho-ngoat-nguy-hiem",0.9323,59.9673,60.5471,261.6384,374.7582,37.4000,172.5231,213.7593,124.8988,163.4111,207.3945,10.1063,,"CPU"
"yolo11n_320","IMG_4186-MOV_out0007_png.rf.1917a5c7b2cfe606bae80b1d817bf0f2.jpg",320,0,23,"131a-cam-do-xe",0.9220,183.3296,440.7706,227.7753,516.4150,37.1672,171.1902,211.5201,120.0761,165.0127,208.9883,10.1063,,"CPU"
"yolo11n_320","IMG_4186-MOV_out0007_png.rf.1917a5c7b2cfe606bae80b1d817bf0f2.jpg",320,1,30,"137-cam-re-trai-va-re-phai",0.6231,181.5907,519.0370,225.0776,594.9664,37.1672,171.1902,211.5201,120.0761,165.0127,208.9883,10.1063,,"CPU"
"yolo11n_320","IMG_4186-MOV_out0007_png.rf.1917a5c7b2cfe606bae80b1d817bf0f2.jpg",320,2,0,"102-cam-di-nguoc-chieu",0.6103,9.1254,609.1471,27.1475,639.6642,37.1672,171.1902,211.5201,120.0761,165.0127,208.9883,10.1063,,"CPU"
"yolo11n_320","IMG_4186-MOV_out0007_png.rf.1917a5c7b2cfe606bae80b1d817bf0f2.jpg",320,3,7,"123b-cam-re-phai",0.5623,181.6024,520.7465,225.1240,594.4537,37.1672,171.1902,211.5201,120.0761,165.0127,208.9883,10.1063,,"CPU"
"yolo11n_320","IMG_4200-MOV_out0029_png.rf.0fb9f2aa37e8780adb2e719bb0d542bf.jpg",320,0,36,"209-giao-nhau-co-tin-hieu-den",0.9595,47.9391,1.5246,350.5614,494.6504,37.0357,173.4586,213.6446,122.6271,166.8135,210.7656,10.1063,,"CPU"
"yolo11n_320","IMG_4200-MOV_out0029_png.rf.0fb9f2aa37e8780adb2e719bb0d542bf.jpg",320,1,36,"209-giao-nhau-co-tin-hieu-den",0.2983,2.0913,148.5463,406.1301,640.0000,37.0357,173.4586,213.6446,122.6271,166.8135,210.7656,10.1063,,"CPU"
"yolo11n_320","IMG_4215-MOV_out0030_png.rf.ee7ce2f58d7f466d4ac5f502e75f7226.jpg",320,0,33,"205-duong-giao-nhau",0.9808,374.6967,198.7419,426.4731,276.6153,37.2953,171.2371,211.7888,118.9790,168.6650,212.5820,10.1063,,"CPU"
"yolo11n_320","IMG_4215-MOV_out0062_png.rf.3674eafd2b4fdfccc3e09fc9b26e7975.jpg",320,0,48,"302a-huong-phai-di-vong-chuong-ngai-vat-1",0.9934,349.1580,400.2393,428.5063,539.7420,37.3978,173.0273,213.6826,119.7970,170.2588,213.9688,10.1063,,"CPU"
"yolo11n_320","IMG_4215-MOV_out0062_png.rf.3674eafd2b4fdfccc3e09fc9b26e7975.jpg",320,1,0,"102-cam-di-nguoc-chieu",0.9804,351.3217,258.8781,429.6744,398.8636,37.3978,173.0273,213.6826,119.7970,170.2588,213.9688,10.1063,,"CPU"
"yolo11n_320","IMG_4218-MOV_out0006_png.rf.e57c98fe37e1ee748a41cbcc0fe9e60e.jpg",320,0,48,"302a-huong-phai-di-vong-chuong-ngai-vat-1",0.9582,0.0000,449.1004,14.4134,476.6249,37.1070,173.1215,216.0383,136.0744,157.4385,201.5977,10.1063,,"CPU"
"yolo11n_320","IMG_4218-MOV_out0006_png.rf.e57c98fe37e1ee748a41cbcc0fe9e60e.jpg",320,1,35,"208-giao-nhau-voi-duong-uu-tien",0.9313,232.0798,324.3953,262.5129,370.6267,37.1070,173.1215,216.0383,136.0744,157.4385,201.5977,10.1063,,"CPU"
"yolo11n_320","IMG_4218-MOV_out0006_png.rf.e57c98fe37e1ee748a41cbcc0fe9e60e.jpg",320,2,0,"102-cam-di-nguoc-chieu",0.8451,0.0000,420.5728,14.3063,449.2250,37.1070,173.1215,216.0383,136.0744,157.4385,201.5977,10.1063,,"CPU"
"yolo11n_320","IMG_4218-MOV_out0006_png.rf.e57c98fe37e1ee748a41cbcc0fe9e60e.jpg",320,3,33,"205-duong-giao-nhau",0.8049,231.6481,371.3060,262.0025,421.6464,37.1070,173.1215,216.0383,136.0744,157.4385,201.5977,10.1063,,"CPU"
"yolo11n_320","IMG_4218-MOV_out0006_png.rf.e57c98fe37e1ee748a41cbcc0fe9e60e.jpg",320,4,15,"127-toc-do-toi-da-40",0.8022,230.9088,424.9612,262.5938,476.4310,37.1070,173.1215,216.0383,136.0744,157.4385,201.5977,10.1063,,"CPU"
"yolo11n_320","MOV00728_mp4-0007_jpg.rf.9a2474f55178eaf5357d93dfbd910e22.jpg",320,0,53,"421-ket-thuc-khu-dong-dan-cu",0.9558,487.2894,54.5508,539.2924,145.2217,37.2126,170.5322,210.6733,118.6600,160.0205,203.8789,10.1063,,"CPU"
"yolo11n_320","MOV00732_mp4-0000_jpg.rf.b5cbb3eb96c921d963af9dcde7c08376.jpg",320,0,38,"224-duong-nguoi-di-bo-cat-ngang",0.5006,431.7930,112.1625,451.8863,142.9619,37.6140,172.0560,212.5790,128.8861,161.3135,205.3594,10.1063,,"CPU"
"yolo11n_320","MOV00732_mp4-0000_jpg.rf.b5cbb3eb96c921d963af9dcde7c08376.jpg",320,1,41,"245-di-cham",0.2646,430.8687,77.6523,450.7610,106.4063,37.6140,172.0560,212.5790,128.8861,161.3135,205.3594,10.1063,,"CPU"
"yolo11n_320","NO20250629-160524-000060F_f01836_jpg.rf.e7d99b92332fab1542b1491d4f57523a.jpg",320,0,22,"130-cam-dung-va-do-xe",0.4458,1624.8025,761.5198,1696.9979,834.7366,38.0602,172.2292,213.0948,121.5368,181.0400,225.0664,10.1063,,"CPU"
"yolo11n_320","Tua-n-Khanh-1968-online-video-cutter_com-_mp4-0112_jpg.rf.8fce825012051f902d66d1dd19ef8bb7.jpg",320,0,14,"127-toc-do-toi-da-30",0.8637,283.1441,261.7160,329.1681,287.8399,37.4733,171.9914,212.4736,119.5258,161.1611,205.0703,10.1063,,"CPU"
"yolo11n_320","Tua-n-Khanh-1968-online-video-cutter_com-_mp4-0138_jpg.rf.e47a884fcd76e6cafb53643de1017bc6.jpg",320,0,14,"127-toc-do-toi-da-30",0.8978,325.0399,230.6257,384.8573,266.3464,37.4679,171.4115,211.9156,119.3817,162.9150,206.8125,10.1063,,"CPU"
"yolo11n_320","ch0_20250430105300_20250430105600_f01818_jpg.rf.cf5f087c0b376cff623398bedca0f505.jpg",320,0,23,"131a-cam-do-xe",0.4802,1382.3120,607.9304,1428.3292,660.0237,37.4779,172.6303,214.0090,121.0175,168.0439,212.0430,10.1063,,"CPU"
"yolo11n_320","ch0_20250430105300_20250430105600_f01818_jpg.rf.cf5f087c0b376cff623398bedca0f505.jpg",320,1,9,"124b-cam-oto-quay-dau-xe",0.2990,1414.3854,256.5515,1455.6215,322.3937,37.4779,172.6303,214.0090,121.0175,168.0439,212.0430,10.1063,,"CPU"
"yolo11n_320","ch0_20250504150317_20250504150617_f01420_jpg.rf.e71c01097d00aafd575a2d1fa70714c9.jpg",320,0,0,"102-cam-di-nguoc-chieu",0.3268,892.1299,664.7001,916.8686,686.2612,37.4534,172.8766,213.1959,120.0719,169.6689,213.6328,10.1063,,"CPU"
"yolo11n_320","ch0_20250504150617_20250504150917_f03930_jpg.rf.68f5c2124f1b4f9e99953613121153c1.jpg",320,0,9,"124b-cam-oto-quay-dau-xe",0.3330,1156.9243,656.3128,1192.9629,693.1661,37.4778,172.4818,212.8139,117.9385,171.4111,215.1758,10.1063,,"CPU"
"yolo11n_320","ch0_20250504150917_20250504151217_f01340_jpg.rf.77fa98ad4dd622017e43de43df162dd2.jpg",320,0,0,"102-cam-di-nguoc-chieu",0.9373,545.2579,347.2449,661.0445,454.8058,37.3884,170.7660,211.2651,118.8021,173.0166,216.7578,10.1063,,"CPU"
"yolo11n_320","ch0_20250504150917_20250504151217_f01340_jpg.rf.77fa98ad4dd622017e43de43df162dd2.jpg",320,1,48,"302a-huong-phai-di-vong-chuong-ngai-vat-1",0.9257,527.0552,458.0858,648.2241,566.2132,37.3884,170.7660,211.2651,118.8021,173.0166,216.7578,10.1063,,"CPU"
"yolo11n_320","ch0_20250504151217_20250504151517_f00100_jpg.rf.e3c5eab93106bc5a40bd66dd23b80c50.jpg",320,0,48,"302a-huong-phai-di-vong-chuong-ngai-vat-1",0.9640,289.3961,350.5095,385.3855,474.5656,37.4111,171.1931,211.8796,119.8745,176.6221,220.7891,10.1063,,"CPU"
"yolo11n_320","ch0_20250504151217_20250504151517_f00100_jpg.rf.e3c5eab93106bc5a40bd66dd23b80c50.jpg",320,1,0,"102-cam-di-nguoc-chieu",0.9553,310.0547,227.5316,406.8047,348.5758,37.4111,171.1931,211.8796,119.8745,176.6221,220.7891,10.1063,,"CPU"
"yolo11n_320","ch0_20250504151217_20250504151517_f03230_jpg.rf.158925432bebc859c1d9f0759e35dcd1.jpg",320,0,48,"302a-huong-phai-di-vong-chuong-ngai-vat-1",0.9364,621.6801,444.8529,731.7640,557.4921,37.3397,173.4087,215.9936,134.7147,164.2432,208.7969,10.1063,,"CPU"
"yolo11n_320","ch0_20250504151217_20250504151517_f03230_jpg.rf.158925432bebc859c1d9f0759e35dcd1.jpg",320,1,0,"102-cam-di-nguoc-chieu",0.9121,635.7579,338.3258,740.2894,438.7928,37.3397,173.4087,215.9936,134.7147,164.2432,208.7969,10.1063,,"CPU"
"yolo11n_320","ch0_20250504151817_20250504152117_f00860_jpg.rf.aed04b9771fccada2de65166143e3eb3.jpg",320,0,0,"102-cam-di-nguoc-chieu",0.3091,805.8499,654.1071,840.2646,681.9164,37.3681,179.7692,220.3007,142.0691,170.0283,214.1992,10.1063,,"CPU"
"yolo11n_320","ch0_20250504151817_20250504152117_f03560_jpg.rf.fdb8dfbec5d0bef191ce8293ab736fc9.jpg",320,0,50,"306-toc-do-toi-thieu-60",0.9656,1159.5103,225.2586,1272.4508,329.0036,37.4933,170.6870,211.5477,118.6439,171.8213,215.9766,10.1063,,"CPU"
"yolo11n_320","ch0_20250504151817_20250504152117_f03560_jpg.rf.fdb8dfbec5d0bef191ce8293ab736fc9.jpg",320,1,50,"306-toc-do-toi-thieu-60",0.9039,845.8701,229.4791,960.7914,339.7087,37.4933,170.6870,211.5477,118.6439,171.8213,215.9766,10.1063,,"CPU"
"yolo11n_320","ch0_20250504151817_20250504152117_f03560_jpg.rf.fdb8dfbec5d0bef191ce8293ab736fc9.jpg",320,2,20,"127-toc-do-toi-da-90",0.7126,1026.8860,228.0779,1143.5579,331.7643,37.4933,170.6870,211.5477,118.6439,171.8213,215.9766,10.1063,,"CPU"
"yolo11n_320","ch0_20250504151817_20250504152117_f03560_jpg.rf.fdb8dfbec5d0bef191ce8293ab736fc9.jpg",320,3,20,"127-toc-do-toi-da-90",0.7002,733.9572,239.9264,839.3340,342.2402,37.4933,170.6870,211.5477,118.6439,171.8213,215.9766,10.1063,,"CPU"
"yolo11n_320","ch0_20250504151817_20250504152117_f03560_jpg.rf.fdb8dfbec5d0bef191ce8293ab736fc9.jpg",320,4,19,"127-toc-do-toi-da-80",0.5300,733.1916,238.8961,839.3613,341.3058,37.4933,170.6870,211.5477,118.6439,171.8213,215.9766,10.1063,,"CPU"
"yolo11n_320","ch0_20250504151817_20250504152117_f03560_jpg.rf.fdb8dfbec5d0bef191ce8293ab736fc9.jpg",320,5,55,"437-bat-dau-duong-cao-toc",0.4203,1172.9606,100.2452,1248.7487,184.8127,37.4933,170.6870,211.5477,118.6439,171.8213,215.9766,10.1063,,"CPU"
"yolo11n_320","ch0_20250504151817_20250504152117_f03560_jpg.rf.fdb8dfbec5d0bef191ce8293ab736fc9.jpg",320,6,50,"306-toc-do-toi-thieu-60",0.3940,1174.8845,106.2251,1257.3739,186.5788,37.4933,170.6870,211.5477,118.6439,171.8213,215.9766,10.1063,,"CPU"
"yolo11n_320","ch0_20250504154520_20250504154820_f02180_jpg.rf.33f076286bb1639912441813a8e67f2d.jpg",320,0,19,"127-toc-do-toi-da-80",0.8321,1304.5210,579.9776,1398.9186,675.9091,37.4797,172.2072,212.5288,122.8017,173.6299,217.7656,10.1063,,"CPU"
"yolo11n_320","ch0_20250504154520_20250504154820_f02830_jpg.rf.4ce52082b9c10ae58656589d07172f7d.jpg",320,0,56,"438-ket-thuc-duong-cao-toc",0.3734,1309.2653,110.4869,1366.7733,173.6409,37.6107,171.4426,211.8267,121.7918,175.5869,219.6914,10.1063,,"CPU"
"yolo11n_320","ch0_20250504163332_20250504163632_f02200_jpg.rf.d8084ac703bc068a0dda1e098fcc769e.jpg",320,0,48,"302a-huong-phai-di-vong-chuong-ngai-vat-1",0.9269,564.9000,475.6111,652.1573,564.0031,37.5873,172.5691,213.1965,121.4792,177.4463,221.5234,10.1063,,"CPU"
"yolo11n_320","ch0_20250504163332_20250504163632_f02200_jpg.rf.d8084ac703bc068a0dda1e098fcc769e.jpg",320,1,0,"102-cam-di-nguoc-chieu",0.7685,575.6948,388.9698,643.9847,469.9746,37.5873,172.5691,213.1965,121.4792,177.4463,221.5234,10.1063,,"CPU"
"yolo11n_320","ch0_20250504163332_20250504163632_f02200_jpg.rf.d8084ac703bc068a0dda1e098fcc769e.jpg",320,2,22,"130-cam-dung-va-do-xe",0.6025,1676.7576,375.5046,1716.9624,432.8723,37.5873,172.5691,213.1965,121.4792,177.4463,221.5234,10.1063,,"CPU"
"yolo11n_320","ch0_20250504163332_20250504163632_f02200_jpg.rf.d8084ac703bc068a0dda1e098fcc769e.jpg",320,3,22,"130-cam-dung-va-do-xe",0.4772,1694.2504,486.1650,1735.1949,546.5403,37.5873,172.5691,213.1965,121.4792,177.4463,221.5234,10.1063,,"CPU"
"yolo11n_320","ch0_20250511151404_20250511151904_f02595_jpg.rf.d921c03cdea5fbba215a16bdfda74a5f.jpg",320,0,42,"301a-cac-xe-chi-duoc-di-thang",0.9310,1440.2333,246.3125,1561.2766,384.4254,37.4183,170.9448,211.5708,122.8850,166.6416,210.9063,10.1063,,"CPU"
"yolo11n_320","ch0_20250511152904_20250511153404_f01350_jpg.rf.095a607564ebd68f6172d7114a549455.jpg",320,0,3,"103c-cam-oto-re-trai",0.5418,1535.4218,475.5864,1596.0498,553.2435,37.5049,171.9764,212.3825,119.1185,168.5947,212.6445,10.1063,,"CPU"
"yolo11n_320","ch0_20250511153904_20250511154404_f02640_jpg.rf.a47a398c69b0b006451dac1cd622f542.jpg",320,0,48,"302a-huong-phai-di-vong-chuong-ngai-vat-1",0.9091,447.3319,613.9390,481.2843,660.7768,37.3908,172.4582,212.8654,120.7290,170.3916,214.5117,10.1063,,"CPU"
"yolo11n_320","ch0_20250511153904_20250511154404_f02640_jpg.rf.a47a398c69b0b006451dac1cd622f542.jpg",320,1,0,"102-cam-di-nguoc-chieu",0.8343,449.0833,557.0226,482.6266,606.9145,37.3908,172.4582,212.8654,120.7290,170.3916,214.5117,10.1063,,"CPU"
"yolo11n_320","ch0_20250511161258_20250511161758_f01807_jpg.rf.338d12bdbeda47bf65b2aaa154ccdc54.jpg",320,0,23,"131a-cam-do-xe",0.6472,1670.7349,508.3161,1710.8760,564.0186,37.7136,172.5279,213.7093,125.8664,172.5244,216.6367,10.1063,,"CPU"
"yolo11n_320","ch0_20250511161758_20250511162258_f03029_jpg.rf.e60388f056fd6de3298bc7058207e5f0.jpg",320,0,23,"131a-cam-do-xe",0.6157,1502.7745,493.3506,1555.5140,556.2105,37.8560,171.1438,211.9899,119.8099,174.1807,218.2617,10.1063,,"CPU"
"yolo11n_320","ch0_20250511163759_20250511164259_f05863_jpg.rf.207a395b469f8a7123bcb8a55f7dbde0.jpg",320,0,6,"123a-cam-re-trai",0.2667,591.8284,189.0550,682.1531,280.2291,37.5968,171.9477,213.0536,120.1510,177.5869,221.7383,10.1063,,"CPU"
"yolo11n_320","ch0_20250517164301_20250517164801_f00507_jpg.rf.69bb4eae7f768bb5d9a88a35980330f1.jpg",320,0,17,"127-toc-do-toi-da-60",0.8806,302.6590,391.2486,371.3847,480.0513,37.5513,171.2162,211.7139,116.6619,174.2275,218.1289,10.1063,,"CPU"
"yolo11n_320","ch0_20250517164301_20250517164801_f00507_jpg.rf.69bb4eae7f768bb5d9a88a35980330f1.jpg",320,1,22,"130-cam-dung-va-do-xe",0.6768,1567.0273,345.2058,1646.7214,444.2393,37.5513,171.2162,211.7139,116.6619,174.2275,218.1289,10.1063,,"CPU"
"yolo11n_640","376_jpg.rf.4be45b6bd889aa6e8432f712997e88dd.jpg",640,0,5,"107-cam-oto-khach-va-oto-tai",0.9130,375.5229,276.9298,399.1465,295.6458,145.6615,723.0086,881.8686,122.0123,214.0830,258.6875,10.1784,,"CPU"
"yolo11n_640","376_jpg.rf.4be45b6bd889aa6e8432f712997e88dd.jpg",640,1,16,"127-toc-do-toi-da-50",0.9032,339.3989,315.8801,356.0287,327.8964,145.6615,723.0086,881.8686,122.0123,214.0830,258.6875,10.1784,,"CPU"
"yolo11n_640","4_mp4-0002_jpg.rf.378ddc9a1b8edabcf6883c5a72b0e80d.jpg",640,0,45,"301d-cac-xe-chi-duoc-re-phai-2",0.9762,385.5066,66.2887,530.0763,148.5934,146.1219,723.0334,882.4813,119.8881,220.5713,264.9063,10.1784,,"CPU"
"yolo11n_640","4_mp4-0002_jpg.rf.378ddc9a1b8edabcf6883c5a72b0e80d.jpg",640,1,35,"208-giao-nhau-voi-duong-uu-tien",0.3106,0.0490,486.1882,22.3605,605.9689,146.1219,723.0334,882.4813,119.8881,220.5713,264.9063,10.1784,,"CPU"
"yolo11n_640","4_mp4-0065_jpg.rf.4a889c6bd7bfa8515b55bae6d21a9858.jpg",640,0,45,"301d-cac-xe-chi-duoc-re-phai-2",0.9553,469.2234,49.3780,617.4150,132.2784,145.6811,728.8469,892.1828,123.7390,204.2041,249.0430,10.1784,,"CPU"
"yolo11n_640","4_mp4-0065_jpg.rf.4a889c6bd7bfa8515b55bae6d21a9858.jpg",640,1,35,"208-giao-nhau-voi-duong-uu-tien",0.8086,616.1382,370.2969,640.0000,480.3217,145.6811,728.8469,892.1828,123.7390,204.2041,249.0430,10.1784,,"CPU"
"yolo11n_640","4_mp4-0079_jpg.rf.7bb0baec5c447fec393734ddc09eba72.jpg",640,0,45,"301d-cac-xe-chi-duoc-re-phai-2",0.9620,458.5079,57.5009,606.2544,142.2722,145.8753,728.1203,885.6023,119.9169,210.9072,255.4297,10.1784,,"CPU"
"yolo11n_640","517_jpg.rf.3365e9d3f7787c53d4f330c9317b2c3d.jpg",640,0,30,"137-cam-re-trai-va-re-phai",0.9801,363.0372,117.3024,393.0273,166.7369,146.0281,723.3713,882.2202,119.6967,217.1416,261.8164,10.1784,,"CPU"
"yolo11n_640","6432930985452_mp4-0006_jpg.rf.2a8f28c40fd6ecda3333caa0532c516f.jpg",640,0,33,"205-duong-giao-nhau",0.6213,319.5017,207.4012,398.2732,250.5506,145.8642,730.7813,891.5247,124.2775,201.6299,246.3789,10.1784,,"CPU"
"yolo11n_640","6432930985452_mp4-0006_jpg.rf.2a8f28c40fd6ecda3333caa0532c516f.jpg",640,1,31,"201-cho-ngoat-nguy-hiem",0.2748,317.5643,249.1692,386.8170,286.5442,145.8642,730.7813,891.5247,124.2775,201.6299,246.3789,10.1784,,"CPU"
"yolo11n_640","6432930985452_mp4-0006_jpg.rf.2a8f28c40fd6ecda3333caa0532c516f.jpg",640,2,37,"221-duong-go-ghe",0.2531,316.2248,249.2740,388.3438,287.1611,145.8642,730.7813,891.5247,124.2775,201.6299,246.3789,10.1784,,"CPU"
"yolo11n_640","6432941026760_mp4-0002_jpg.rf.a3ad0991ac8035a20fec19321776f20e.jpg",640,0,39,"225-chu-y-tre-em",0.9608,86.7615,302.9297,138.5606,331.4411,145.7524,725.6892,884.0997,121.1387,208.3525,252.8242,10.1784,,"CPU"
"yolo11n_640","6432944636915_mp4-0028_jpg.rf.e2faf3f5559fde6bf98d92b08f8df413.jpg",640,0,29,"136-cam-di-thang",0.9568,136.9612,338.4864,169.7088,358.2619,146.1004,726.3154,886.2851,120.6141,214.8252,259.4219,10.1784,,"CPU"
"yolo11n_640","6432944636915_mp4-0028_jpg.rf.e2faf3f5559fde6bf98d92b08f8df413.jpg",640,1,29,"136-cam-di-thang",0.9380,499.5150,263.3707,535.8569,288.6814,146.1004,726.3154,886.2851,120.6141,214.8252,259.4219,10.1784,,"CPU"
"yolo11n_640","6432944636915_mp4-0028_jpg.rf.e2faf3f5559fde6bf98d92b08f8df413.jpg",640,2,35,"208-giao-nhau-voi-duong-uu-tien",0.7232,497.8756,318.7058,542.7155,346.0230,146.1004,726.3154,886.2851,120.6141,214.8252,259.4219,10.1784,,"CPU"
"yolo11n_640","6438222152829_mp4-0073_jpg.rf.821d491f7ae20e69e29ea8667ad15bf4.jpg",640,0,18,"127-toc-do-toi-da-70",0.9368,318.0796,261.4658,366.4275,290.8425,145.7694,723.7844,884.8191,121.8315,220.7119,265.2422,10.1784,,"CPU"
"yolo11n_640","6438222152829_mp4-0115_jpg.rf.9ecc4398589661778243262d2d7b58a7.jpg",640,0,18,"127-toc-do-toi-da-70",0.8691,79.6095,305.9140,129.3829,333.6627,146.0005,726.3766,886.6053,127.1113,204.1924,249.0938,10.1784,,"CPU"
"yolo11n_640","7_jpg.rf.fc20b3103435b9baf0d1537e5b75d37e.jpg",640,0,30,"137-cam-re-trai-va-re-phai",0.9950,10.0426,374.9167,32.6854,407.9128,145.8813,725.6460,885.1125,120.9981,211.1221,255.7344,10.1784,,"CPU"
"yolo11n_640","7_jpg.rf.fc20b3103435b9baf0d1537e5b75d37e.jpg",640,1,30,"137-cam-re-trai-va-re-phai",0.9704,0.1227,249.7881,22.3562,296.0668,145.8813,725.6460,885.1125,120.9981,211.1221,255.7344,10.1784,,"CPU"
"yolo11n_640","812_jpg.rf.9042caec1c9cb13ffd30654e9ef12a6f.jpg",640,0,23,"131a-cam-do-xe",0.5839,433.0319,205.6297,456.0624,241.6423,145.6958,726.3251,883.7297,121.0762,217.1377,261.6758,10.1784,,"CPU"
"yolo11n_640","812_jpg.rf.9042caec1c9cb13ffd30654e9ef12a6f.jpg",640,1,51,"407a-duong-mot-chieu",0.5277,480.5122,234.6674,499.9670,268.6143,145.6958,726.3251,883.7297,121.0762,217.1377,261.6758,10.1784,,"CPU"
"yolo11n_640","8_jpg.rf.2f29afa5c73f30e6db9c8febb349fdd5.jpg",640,0,30,"137-cam-re-trai-va-re-phai",0.9805,27.5801,207.9788,59.5366,259.6497,146.0235,726.5088,888.8515,125.7781,201.6689,246.1250,10.1784,,"CPU"
"yolo11n_640","8_jpg.rf.2f29afa5c73f30e6db9c8febb349fdd5.jpg",640,1,30,"137-cam-re-trai-va-re-phai",0.9648,33.3013,342.4305,58.1333,379.6584,146.0235,726.5088,888.8515,125.7781,201.6689,246.1250,10.1784,,"CPU"
"yolo11n_640","946_jpg.rf.adbd2325400dbee2acc362c831534168.jpg",640,0,57,"442-cho",0.9380,407.2505,348.2150,431.1427,388.0544,145.7157,724.6901,884.9768,118.8720,208.1729,252.8008,10.1784,,"CPU"
"yolo11n_640","946_jpg.rf.adbd2325400dbee2acc362c831534168.jpg",640,1,23,"131a-cam-do-xe",0.9292,406.4469,305.2041,432.5183,347.5119,145.7157,724.6901,884.9768,118.8720,208.1729,252.8008,10.1784,,"CPU"
"yolo11n_640","986_jpg.rf.fb6f79659a343c46b133dd894286529e.jpg",640,0,37,"221-duong-go-ghe",0.9937,590.7668,247.1893,621.0943,288.0318,145.5995,723.5814,883.7768,119.9384,214.4502,259.1094,10.1784,,"CPU"
"yolo11n_640","986_jpg.rf.fb6f79659a343c46b133dd894286529e.jpg",640,1,38,"224-duong-nguoi-di-bo-cat-ngang",0.3879,593.8691,290.4184,622.1689,330.8695,145.5995,723.5814,883.7768,119.9384,214.4502,259.1094,10.1784,,"CPU"
"yolo11n_640","986_jpg.rf.fb6f79659a343c46b133dd894286529e.jpg",640,2,37,"221-duong-go-ghe",0.2900,593.7489,291.2222,622.8323,331.2042,145.5995,723.5814,883.7768,119.9384,214.4502,259.1094,10.1784,,"CPU"
"yolo11n_640","A-nh-ma-n-hi-nh-2025-03-23-lu-c-00_00_38_png.rf.33d0b8be20a15121992d6c781612db26.jpg",640,0,29,"136-cam-di-thang",0.8748,24.8815,118.6439,150.3471,299.5274,145.8448,725.1564,883.5058,118.9568,220.8877,265.2969,10.1784,,"CPU"
"yolo11n_640","Eddy2612-online-video-cutter_com-_mp4-0087_jpg.rf.a8b63de290830a8a569ab9b94e8c6b56.jpg",640,0,13,"127-toc-do-toi-da-20",0.9884,279.1567,128.6043,374.2271,185.5706,146.0043,727.4415,890.1259,123.6875,204.1924,249.0195,10.1784,,"CPU"
"yolo11n_640","Ghi-Ma-n-hi-nh-2025-03-23-lu-c-22_08_05_mov-0054_jpg.rf.8210917d1062e06e013d0cd56a0af732.jpg",640,0,49,"303-noi-giao-nhau-chay-theo-vong-xuyen",0.9813,193.7894,23.9808,456.3760,351.9198,145.6295,725.1503,882.3652,119.7903,210.8486,255.3906,10.1784,,"CPU"
"yolo11n_640","Ghi-Ma-n-hi-nh-2025-03-23-lu-c-22_25_28_mov-0039_jpg.rf.c3dffa99ceeb2ccfac3193655497d12e.jpg",640,0,36,"209-giao-nhau-co-tin-hieu-den",0.9638,131.1593,117.0107,224.2497,254.8021,145.7242,726.0996,883.9336,120.4830,217.1768,261.4883,10.1784,,"CPU"
"yolo11n_640","Ghi-Ma-n-hi-nh-2025-03-23-lu-c-22_25_28_mov-0146_jpg.rf.e35fdd91170a46c9280260785119000e.jpg",640,0,36,"209-giao-nhau-co-tin-hieu-den",0.9642,131.1588,116.9741,224.2271,254.7745,145.8640,726.8009,889.8280,125.3026,201.7148,246.4023,10.1784,,"CPU"
